vehicleId,driverId,timestamp,unixTime,engineState,speed_mph,engineHours_hr,odometer_miles,fuelLevel_pct,fuelTemperature_C,engineOilPressure_psi,longitudinalAcceleration_ms2,brakePosition_pct,fuelRate_L_per_hr,idleFuelConsumed_L,fuelIntegrated_L
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 17:20:00,1762172400,ON,2.06,65.42,3856.49,70.52,40.8,32.6,-0.42,38,8.12,0.0,231.99
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 17:25:00,1762172700,ON,5.63,65.5,3856.96,70.49,41.1,39.1,0.08,23,9.19,0.0,232.02
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 17:30:00,1762173000,ON,4.03,65.58,3857.3,70.47,41.6,39.2,0.3,3,8.71,0.0,232.04
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 17:35:00,1762173300,ON,0.29,65.67,3857.32,70.47,41.9,30.3,0.21,4,7.59,0.0,232.04
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 17:40:00,1762173600,ON,1.32,65.75,3857.43,70.46,42.4,38.3,0.43,41,7.9,0.0,232.05
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 17:45:00,1762173900,ON,5.09,65.83,3857.86,70.44,42.2,35.8,0.14,45,9.03,0.0,232.07
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 17:50:00,1762174200,ON,0.0,65.92,3857.86,70.41,42.0,23.6,0.41,8,0.0,0.03,232.1
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 17:55:00,1762174500,ON,4.16,66.0,3858.2,70.39,41.5,34.3,-0.29,39,8.75,0.0,232.12
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:00:00,1762174800,ON,9.02,66.08,3858.96,70.34,40.8,37.3,-0.13,4,10.21,0.0,232.17
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:05:00,1762175100,ON,13.27,66.17,3860.06,70.27,40.5,36.7,0.17,12,11.48,0.0,232.23
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:10:00,1762175400,ON,12.12,66.25,3861.07,70.21,40.4,42.3,-0.13,34,11.14,0.0,232.29
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:15:00,1762175700,ON,10.96,66.33,3861.99,70.16,40.7,41.7,-0.27,18,10.79,0.0,232.35
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:20:00,1762176000,ON,11.34,66.42,3862.93,70.1,41.0,39.8,-0.18,34,10.9,0.0,232.41
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:25:00,1762176300,ON,16.88,66.5,3864.34,70.02,41.3,36.5,-0.44,46,12.56,0.0,232.49
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:30:00,1762176600,ON,13.16,66.58,3865.43,69.95,40.8,38.2,0.05,44,11.45,0.0,232.56
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:35:00,1762176900,ON,18.89,66.67,3867.01,69.86,41.8,41.9,-0.35,23,13.17,0.0,232.65
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:40:00,1762177200,ON,12.45,66.75,3868.05,69.79,42.0,37.8,-0.45,45,11.24,0.0,232.71
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:45:00,1762177500,ON,14.79,66.83,3869.28,69.72,42.4,37.0,-0.19,2,11.94,0.0,232.79
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:50:00,1762177800,ON,9.62,66.92,3870.08,69.67,42.4,38.0,-0.42,38,10.39,0.0,232.83
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 18:55:00,1762178100,ON,13.65,67.0,3871.22,69.6,42.3,41.3,-0.37,0,11.59,0.0,232.9
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:00:00,1762178400,ON,15.22,67.08,3872.49,69.53,42.2,40.3,0.12,2,12.06,0.0,232.98
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:05:00,1762178700,ON,9.92,67.17,3873.31,69.48,41.9,38.3,-0.02,37,10.48,0.0,233.03
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:10:00,1762179000,ON,3.33,67.25,3873.59,69.46,41.8,37.3,0.18,32,8.5,0.0,233.05
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:15:00,1762179300,ON,0.0,67.33,3873.59,69.43,41.6,27.2,0.01,16,0.0,0.03,233.08
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:20:00,1762179600,ON,0.0,67.42,3873.59,69.4,41.8,27.1,-0.39,13,0.0,0.03,233.11
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:25:00,1762179900,ON,2.74,67.5,3873.82,69.39,41.9,33.4,0.38,23,8.32,0.0,233.12
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:30:00,1762180200,ON,0.0,67.58,3873.82,69.36,42.5,26.1,-0.19,49,0.0,0.03,233.15
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:35:00,1762180500,ON,0.0,67.67,3873.82,69.33,42.5,26.3,-0.23,2,0.0,0.03,233.18
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:40:00,1762180800,ON,2.07,67.75,3873.99,69.32,42.6,35.8,0.5,48,8.12,0.0,233.19
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:45:00,1762181100,ON,0.0,67.83,3873.99,69.29,42.8,20.6,-0.24,13,0.0,0.03,233.22
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:50:00,1762181400,ON,0.0,67.92,3873.99,69.26,41.7,28.8,0.01,24,0.0,0.03,233.25
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 19:55:00,1762181700,ON,0.0,68.0,3873.99,69.23,42.0,29.8,-0.25,16,0.0,0.03,233.28
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:00:00,1762182000,ON,0.0,68.08,3873.99,69.2,42.1,24.7,-0.09,21,0.0,0.03,233.31
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:05:00,1762182300,ON,0.0,68.17,3873.99,69.17,42.5,28.2,0.15,48,0.0,0.03,233.34
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:10:00,1762182600,ON,0.0,68.25,3873.99,69.14,42.6,27.5,-0.19,24,0.0,0.03,233.37
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:15:00,1762182900,ON,0.0,68.33,3873.99,69.11,42.8,29.2,-0.15,40,0.0,0.03,233.4
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:20:00,1762183200,ON,1.13,68.42,3874.08,69.1,43.3,35.2,-0.39,42,7.84,0.0,233.41
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:25:00,1762183500,ON,7.77,68.5,3874.73,69.06,43.5,39.1,-0.33,37,9.83,0.0,233.44
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:30:00,1762183800,ON,11.5,68.58,3875.69,69.01,43.6,40.2,-0.27,0,10.95,0.0,233.5
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:35:00,1762184100,ON,5.4,68.67,3876.14,68.98,42.7,37.1,-0.13,31,9.12,0.0,233.53
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:40:00,1762184400,ON,8.78,68.75,3876.87,68.94,43.0,35.7,0.42,15,10.13,0.0,233.57
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:45:00,1762184700,ON,4.5,68.83,3877.25,68.91,42.7,38.7,0.12,17,8.85,0.0,233.59
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:50:00,1762185000,ON,3.74,68.92,3877.56,68.89,43.1,39.0,0.32,16,8.62,0.0,233.61
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 20:55:00,1762185300,ON,9.52,69.0,3878.35,68.85,43.0,41.7,0.49,17,10.36,0.0,233.66
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:00:00,1762185600,ON,17.31,69.08,3879.79,68.76,42.6,42.5,0.04,45,12.69,0.0,233.75
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:05:00,1762185900,ON,15.69,69.17,3881.1,68.68,42.5,41.5,0.03,8,12.21,0.0,233.83
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:10:00,1762186200,ON,7.8,69.25,3881.75,68.64,41.9,36.1,0.32,19,9.84,0.0,233.87
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:15:00,1762186500,ON,13.04,69.33,3882.84,68.58,41.6,37.2,-0.43,18,11.41,0.0,233.93
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:20:00,1762186800,ON,11.89,69.42,3883.83,68.52,41.2,33.7,0.48,28,11.07,0.0,233.99
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:25:00,1762187100,ON,15.69,69.5,3885.14,68.44,41.7,40.2,-0.16,17,12.21,0.0,234.07
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:30:00,1762187400,ON,12.45,69.58,3886.18,68.38,41.3,36.0,-0.34,45,11.24,0.0,234.13
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:35:00,1762187700,ON,19.11,69.67,3887.77,68.28,40.9,43.4,-0.17,33,13.23,0.0,234.23
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:40:00,1762188000,ON,25.66,69.75,3889.91,68.15,41.1,41.8,0.04,36,15.2,0.0,234.35
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:45:00,1762188300,ON,20.41,69.83,3891.61,68.05,41.8,41.0,-0.36,39,13.62,0.0,234.46
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:50:00,1762188600,ON,15.8,69.92,3892.92,67.97,41.7,39.9,0.3,6,12.24,0.0,234.54
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 21:55:00,1762188900,ON,10.99,70.0,3893.84,67.92,41.3,35.9,-0.12,3,10.8,0.0,234.59
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:00:00,1762189200,ON,15.06,70.08,3895.09,67.84,42.1,36.5,0.2,49,12.02,0.0,234.67
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:05:00,1762189500,ON,12.03,70.17,3896.1,67.78,42.7,38.8,0.24,19,11.11,0.0,234.73
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:10:00,1762189800,ON,14.64,70.25,3897.32,67.71,42.6,37.2,0.29,5,11.89,0.0,234.8
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:15:00,1762190100,ON,13.26,70.33,3898.42,67.64,42.4,38.8,-0.32,26,11.48,0.0,234.87
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:20:00,1762190400,ON,20.42,70.42,3900.12,67.54,42.6,40.0,-0.39,22,13.63,0.0,234.97
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:25:00,1762190700,ON,22.35,70.5,3901.99,67.43,41.7,36.0,0.27,2,14.2,0.0,235.08
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:30:00,1762191000,ON,17.42,70.58,3903.44,67.34,42.1,41.6,-0.43,0,12.73,0.0,235.17
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:35:00,1762191300,ON,18.41,70.67,3904.97,67.25,42.4,41.3,0.12,25,13.02,0.0,235.26
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:40:00,1762191600,ON,19.95,70.75,3906.63,67.15,42.2,44.2,-0.37,9,13.49,0.0,235.36
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:45:00,1762191900,ON,27.44,70.83,3908.92,67.01,42.5,48.4,0.43,15,15.73,0.0,235.5
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:50:00,1762192200,ON,30.57,70.92,3911.47,66.86,42.9,43.4,-0.3,45,16.67,0.0,235.65
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 22:55:00,1762192500,ON,30.11,71.0,3913.98,66.71,42.0,43.1,0.02,12,16.53,0.0,235.8
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:00:00,1762192800,ON,27.6,71.08,3916.28,66.57,41.6,46.5,-0.44,36,15.78,0.0,235.94
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:05:00,1762193100,ON,25.37,71.17,3918.39,66.44,41.0,43.5,0.04,23,15.11,0.0,236.06
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:10:00,1762193400,ON,31.94,71.25,3921.05,66.28,41.0,44.4,-0.38,8,17.08,0.0,236.22
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:15:00,1762193700,ON,29.43,71.33,3923.51,66.14,41.1,41.8,0.08,10,16.33,0.0,236.37
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:20:00,1762194000,ON,25.27,71.42,3925.61,66.01,40.4,41.8,-0.42,16,15.08,0.0,236.5
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:25:00,1762194300,ON,20.4,71.5,3927.31,65.91,39.9,37.7,0.26,30,13.62,0.0,236.6
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:30:00,1762194600,ON,12.46,71.58,3928.35,65.85,41.0,39.1,0.08,43,11.24,0.0,236.66
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:35:00,1762194900,ON,5.25,71.67,3928.79,65.82,40.9,32.5,-0.27,18,9.08,0.0,236.69
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:40:00,1762195200,ON,0.0,71.75,3928.79,65.79,41.7,22.6,0.12,31,0.0,0.03,236.72
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:45:00,1762195500,ON,0.0,71.83,3928.79,65.76,41.6,23.5,0.41,16,0.0,0.03,236.75
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:50:00,1762195800,ON,0.0,71.92,3928.79,65.73,40.9,27.3,0.3,25,0.0,0.03,236.78
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-03 23:55:00,1762196100,ON,0.0,72.0,3928.79,65.7,40.7,27.9,0.44,6,0.0,0.03,236.81
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:00:00,1762196400,ON,0.0,72.08,3928.79,65.67,40.4,27.4,-0.05,24,0.0,0.03,236.84
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:05:00,1762196700,ON,0.0,72.17,3928.79,65.64,40.4,26.7,-0.05,28,0.0,0.03,236.87
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:10:00,1762197000,ON,0.0,72.25,3928.79,65.61,40.3,26.6,-0.28,25,0.0,0.03,236.9
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:15:00,1762197300,ON,0.0,72.33,3928.79,65.58,41.2,22.9,0.25,44,0.0,0.03,236.93
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:20:00,1762197600,ON,0.0,72.42,3928.79,65.55,41.3,24.0,0.11,43,0.0,0.03,236.96
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:25:00,1762197900,ON,0.0,72.5,3928.79,65.52,40.9,29.0,0.03,12,0.0,0.03,236.99
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:30:00,1762198200,ON,1.89,72.58,3928.94,65.51,41.3,38.7,0.01,47,8.07,0.0,237.0
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:35:00,1762198500,ON,0.0,72.67,3928.94,65.48,41.6,28.4,0.05,19,0.0,0.03,237.03
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:40:00,1762198800,ON,5.71,72.75,3929.42,65.45,41.2,36.8,0.2,35,9.21,0.0,237.06
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:45:00,1762199100,ON,4.4,72.83,3929.79,65.43,41.5,37.4,0.02,12,8.82,0.0,237.08
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:50:00,1762199400,ON,10.76,72.92,3930.68,65.38,41.4,37.5,0.32,29,10.73,0.0,237.13
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 00:55:00,1762199700,ON,7.98,73.0,3931.35,65.34,41.1,38.1,0.08,19,9.89,0.0,237.17
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:00:00,1762200000,ON,13.89,73.08,3932.51,65.27,40.5,39.6,0.35,10,11.67,0.0,237.24
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:05:00,1762200300,ON,10.28,73.17,3933.36,65.22,40.5,39.6,0.29,8,10.58,0.0,237.29
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:10:00,1762200600,ON,12.44,73.25,3934.4,65.15,40.8,37.4,-0.46,20,11.23,0.0,237.35
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:15:00,1762200900,ON,17.83,73.33,3935.89,65.06,40.5,41.6,0.24,13,12.85,0.0,237.44
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:20:00,1762201200,ON,14.07,73.42,3937.06,64.99,40.6,37.0,-0.41,33,11.72,0.0,237.51
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:25:00,1762201500,ON,6.91,73.5,3937.63,64.96,40.8,35.6,-0.2,0,9.57,0.0,237.55
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:30:00,1762201800,ON,7.94,73.58,3938.3,64.92,41.0,34.6,-0.12,21,9.88,0.0,237.59
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:35:00,1762202100,ON,14.32,73.67,3939.49,64.85,41.1,37.0,-0.38,9,11.79,0.0,237.66
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:40:00,1762202400,ON,15.78,73.75,3940.8,64.77,41.2,41.4,0.12,11,12.24,0.0,237.74
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:45:00,1762202700,ON,15.62,73.83,3942.11,64.69,40.8,34.7,0.02,9,12.19,0.0,237.82
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:50:00,1762203000,ON,20.63,73.92,3943.82,64.59,40.9,43.5,-0.11,13,13.69,0.0,237.92
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 01:55:00,1762203300,ON,26.33,74.0,3946.02,64.46,40.6,45.1,-0.36,29,15.4,0.0,238.05
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:00:00,1762203600,ON,33.25,74.08,3948.79,64.29,40.9,45.4,-0.17,37,17.48,0.0,238.22
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:05:00,1762203900,ON,38.64,74.17,3952.01,64.1,41.2,46.0,0.35,5,19.09,0.0,238.41
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:10:00,1762204200,ON,39.48,74.25,3955.3,63.9,41.5,47.1,-0.41,7,19.34,0.0,238.61
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:15:00,1762204500,ON,36.88,74.33,3958.37,63.72,42.2,45.1,-0.04,32,18.56,0.0,238.79
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:20:00,1762204800,ON,35.74,74.42,3961.35,63.54,41.9,44.9,-0.31,45,18.22,0.0,238.97
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:25:00,1762205100,ON,40.99,74.5,3964.77,63.33,42.1,48.2,-0.03,22,19.8,0.0,239.18
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:30:00,1762205400,ON,33.57,74.58,3967.57,63.16,42.1,48.4,-0.24,32,17.57,0.0,239.34
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:35:00,1762205700,ON,31.87,74.67,3970.22,63.0,42.0,47.5,-0.15,17,17.06,0.0,239.5
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:40:00,1762206000,ON,29.19,74.75,3972.65,62.86,42.2,42.4,-0.13,9,16.26,0.0,239.65
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:45:00,1762206300,ON,27.65,74.83,3974.96,62.72,42.0,45.4,-0.22,24,15.8,0.0,239.79
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:50:00,1762206600,ON,24.22,74.92,3976.98,62.6,43.1,40.7,-0.02,22,14.76,0.0,239.91
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 02:55:00,1762206900,ON,20.46,75.0,3978.68,62.5,44.0,39.0,-0.33,47,13.64,0.0,240.01
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:00:00,1762207200,ON,22.23,75.08,3980.53,62.39,43.9,37.9,-0.16,25,14.17,0.0,240.12
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:05:00,1762207500,ON,22.47,75.17,3982.4,62.27,44.0,42.7,0.41,43,14.24,0.0,240.23
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:10:00,1762207800,ON,29.89,75.25,3984.9,62.12,43.9,47.8,-0.42,36,16.47,0.0,240.38
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:15:00,1762208100,ON,28.19,75.33,3987.25,61.98,43.2,42.8,-0.46,8,15.96,0.0,240.52
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:20:00,1762208400,ON,26.7,75.42,3989.47,61.85,43.6,44.2,0.4,12,15.51,0.0,240.66
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:25:00,1762208700,ON,23.04,75.5,3991.39,61.73,43.9,44.4,-0.02,6,14.41,0.0,240.77
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:30:00,1762209000,ON,27.21,75.58,3993.66,61.6,43.8,40.5,-0.32,20,15.66,0.0,240.91
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:35:00,1762209300,ON,25.18,75.67,3995.76,61.47,44.2,44.5,0.44,22,15.05,0.0,241.04
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:40:00,1762209600,ON,22.4,75.75,3997.62,61.36,43.8,39.1,0.48,39,14.22,0.0,241.15
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:45:00,1762209900,ON,17.69,75.83,3999.1,61.27,43.7,40.2,0.49,39,12.81,0.0,241.24
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:50:00,1762210200,ON,18.74,75.92,4000.66,61.18,43.9,44.1,0.39,27,13.12,0.0,241.33
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 03:55:00,1762210500,ON,18.82,76.0,4002.23,61.08,43.8,45.1,0.12,34,13.15,0.0,241.42
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:00:00,1762210800,ON,12.96,76.08,4003.31,61.02,43.3,39.5,-0.14,41,11.39,0.0,241.49
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:05:00,1762211100,ON,11.82,76.17,4004.29,60.96,43.5,35.6,0.13,36,11.05,0.0,241.55
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:10:00,1762211400,ON,18.69,76.25,4005.85,60.87,43.7,42.3,0.24,4,13.11,0.0,241.64
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:15:00,1762211700,ON,17.08,76.33,4007.27,60.78,43.5,38.5,0.45,30,12.62,0.0,241.73
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:20:00,1762212000,ON,19.36,76.42,4008.89,60.68,43.2,44.1,-0.07,17,13.31,0.0,241.82
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:25:00,1762212300,ON,23.22,76.5,4010.82,60.57,43.0,47.4,-0.23,13,14.46,0.0,241.94
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:30:00,1762212600,ON,21.52,76.58,4012.61,60.46,43.2,39.0,0.24,41,13.95,0.0,242.05
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:35:00,1762212900,ON,28.31,76.67,4014.97,60.32,44.1,41.9,-0.13,31,15.99,0.0,242.19
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:40:00,1762213200,ON,25.98,76.75,4017.14,60.19,43.7,41.6,0.08,41,15.29,0.0,242.32
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:45:00,1762213500,ON,28.77,76.83,4019.53,60.05,43.6,45.6,-0.24,48,16.13,0.0,242.46
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:50:00,1762213800,ON,31.83,76.92,4022.19,59.89,43.0,44.7,0.48,42,17.05,0.0,242.62
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 04:55:00,1762214100,ON,31.87,77.0,4024.84,59.73,42.8,46.5,0.3,14,17.06,0.0,242.78
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:00:00,1762214400,ON,30.96,77.08,4027.42,59.57,43.5,44.1,0.26,48,16.79,0.0,242.94
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:05:00,1762214700,ON,24.29,77.17,4029.45,59.45,42.8,40.7,0.05,3,14.79,0.0,243.06
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:10:00,1762215000,ON,30.34,77.25,4031.98,59.3,42.7,45.0,-0.45,27,16.6,0.0,243.21
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:15:00,1762215300,ON,27.32,77.33,4034.25,59.16,43.2,46.6,0.15,44,15.7,0.0,243.35
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:20:00,1762215600,ON,22.4,77.42,4036.12,59.05,43.2,44.5,-0.03,6,14.22,0.0,243.46
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:25:00,1762215900,ON,14.56,77.5,4037.33,58.98,43.0,42.4,-0.49,31,11.87,0.0,243.53
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:30:00,1762216200,ON,14.32,77.58,4038.53,58.91,42.8,39.2,0.21,20,11.8,0.0,243.6
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:35:00,1762216500,ON,7.87,77.67,4039.18,58.87,43.2,35.3,-0.46,8,9.86,0.0,243.64
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:40:00,1762216800,ON,0.62,77.75,4039.23,58.86,42.9,34.3,0.44,42,7.69,0.0,243.64
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:45:00,1762217100,ON,0.0,77.83,4039.23,58.83,42.4,20.1,0.26,32,0.0,0.03,243.67
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:50:00,1762217400,ON,1.09,77.92,4039.32,58.83,42.8,35.4,0.29,26,7.83,0.0,243.68
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 05:55:00,1762217700,ON,2.94,78.0,4039.57,58.81,42.8,37.3,-0.05,24,8.38,0.0,243.69
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 06:00:00,1762218000,ON,10.28,78.08,4040.43,58.76,42.1,39.7,-0.22,32,10.58,0.0,243.75
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 06:05:00,1762218300,ON,18.26,78.17,4041.95,58.67,41.8,41.1,-0.35,44,12.98,0.0,243.84
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 06:10:00,1762218600,ON,18.43,78.25,4043.48,58.58,41.6,40.1,-0.2,47,13.03,0.0,243.93
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-04 06:15:00,1762218900,ON,25.54,78.33,4045.61,58.45,41.9,43.3,-0.49,1,15.16,0.0,244.06
